reviewText,Sentiment,Aspect
"For the price, you can't beat this sturdy radio.  Great sound, and durable.  Use it in the garage and around the deck and it's got great volumn and clarity.  You can't beat the deal that GE is providing.  Second model owned, had their original model for 13 yrs and was so impressed I got a new one.",positive,None
I bought the original version of this radio back in the late 70s. We've had this one for over two years.  It's a great basic radio with loud enough sound for shop/work use.  We left it in the Vegas sun and it melted the case a little.  It still works!,positive,None
This radio does a great job of receiving local channels and picks up AM stations from hundred of miles away.,positive,None
"If you like to listen to AM talk radion, sports or news this radio is unbeatable.  I have the Sony ICF SW7600GR and the AM section can't hold a candle to the Superadio III.Personally I think the tuning and volume pods are smooth and fairly precise compared to what others have found.  I am amased that this unit gets the job done for $40.00.It does what it says.  Hope this is helpful.",positive,None
"It is very large but does have pretty good sound and reception, I live in an area where some people cannot get half of what I get on this unit....buy again because of performance...yes.....buy again .... maybe not because of size being so large....",positive,None
This was my third purchase of this Model.  I had been using these for listening to stations distant to my rural home for several years but this 'New' set didn't have near the range or tone quality of the prior sets that I had purchased over the  years.  I changed to CC Radio plus Sets which do what I had wished this GE set would do.,negative,None
"I've owned a GE SUPERADIO since 1985. Works great. Sounds Fantastic. Pulls in stations from great distance.  Seems bulletproof. I especially enjoy the Old School knobs and dials. They are no- brainers. Spin the dial, turn it up. Done. No digging into digital layers.",positive,None
"I bought this radio in the early nineties to be my night companion. It's showing signs of wear now, doesn't tune like it used to, and the antenna doesn't stand up anymore (keeps flopping over), but the SuperRadio has been more than worth the money, although I don't remember buying it for as much as they want for it here!",positive,None
I Like this radio. Pulls in AM stations great. Has nice sound quality. I've even dropped this on the floor a few times. Still works great. Very durable. Battery life is excellent! Happy with this radio.,positive,None
"Good sound, good options. A bit larger than you might think from the picture. Sound is good, as is reception. I have it on the back corner of the desk as background music.",positive,None
Really excellent reception.  Very good sound quality.  Separate treble and bass controls.I was surprised by the good reception.  Highly recommended.,positive,None
I recently recieved this item. The reception is about the same as my Grundig s350. I took off 1 star  because on fm I cant get 103 cleary but my grundig can get it better. Is it because the antena is too small? Or is it that I need to modify it??? The am reception is good. The sound is better than the grundig s350!!! Over all the radio is good.,positive,None
